,text
4918,"<price>599<rating>94<whiskey>Kavalan Solist Amontillado Cask, 56.3%<review>Floor 5 of the Kavalan warehouse is packed with their best sherry casks. The story begins with sultana, Brazil nut, vanilla pod, dates, and chocolate macaroons. The palate has ripe fruit, cherry, date, coffee, candied orange, chocolate, mocha, fruit pastilles, and some pepper, ending with bitter coffee notes. Cutting the strength provokes more citrus, though it reverts back to mocha eventually. Outstanding whisky and definitely the best of the bunch. (499 bottles)"
4919,"<price>170<rating>90<whiskey>Duncan Taylor Rare Auld Grain (distilled at Strathclyde) 1990 28 year old, 51.2%<review>Baked lemons, light caramel, throat lozenges, and a butteriness to the nose, the grain character complemented by sweetness and warmer fruits. Light red fruits, butterscotch, Scottish tablet, with a nippy herbal bite to the palate and a deep, persistent burn of cracked black pepper spiciness that glows long into the finish. Strathclyde showing lots of enjoyable distillery character here."
4920,"<price>44<rating>85<whiskey>Nikka 12 year old, 43%<review>This blend is soft and quite sweet, with low levels of spice and that characteristic Nikka richness behind, a classic fist in a velvet glove. Ripe, round, and generous, there’s cocoa and butterscotch, with plenty of persimmon and nutmeg. Lush, round, and balanced; a classic Japanese blend. This will become the core blend in the range, and should be appearing in the U.S., hopefully, in 2015. ¥5,000"
4921,"<price>152<rating>84<whiskey>Tomatin Contrasting Casks Bourbon Matured, 46%<review>The bourbon cask-matured partner to the Sherry Matured bottling (see above), this expression similarly comprises a vatting of whisky distilled in 1973, 1977, 1988, 1991, 2002, and 2006. Both Contrasting Casks are offered in non-chill filtered format. Apple pie, with buttery caramel, milk chocolate, and coconut on the nose. Zesty spices on the early palate, then custard, contrasting lemon, and a note of char. Spicy fruits, black pepper, and more char in the finish. £100"
4922,"<price>55<rating>84<whiskey>Smooth Ambler Wheated Bourbon, 50%<review>Limited by its obvious youth on the nose, but the fresh herb chiffonade character offers intrigue, with distinct sage coupled with some chamomile notes. The palate is a step in the right direction, with dark berries, spices, vanilla, and charred marshmallows, although somewhat light bodied and supple in texture. Young, but sweet and honest."
4923,"<price>90<rating>92<whiskey>Glen Moray 18 year old, 47.2%<review>The relentless upward march of prices for well-aged scotch is discouraging to veteran whisky drinkers and newcomers alike. At just $90, this lovely Speyside 18 year old hearkens back to the good old days of single malt. A warm, soft, and rounded whisky, with pleasing melon and apricot flavors, hints of dried hay and apple pie à la mode, and a backbone of peppery fruit and malt, Glen Moray 18 year old isn’t about bombast. It balances delicacy and strength rather than embracing raw power. Although it’s celebrating its 120th anniversary this year, Glen Moray isn’t very well known in the United States, but that may be about to change. Number 10 in the 2017 Top 20 
"
4924,"<price>22<rating>86<whiskey>J.P. Wiser’s Double Still Rye, 43.4%<review>Blending two types of 100% rye with creamy corn whisky creates a complex dram that feels as good as it tastes. Sizzling peppers and nutty grains playfully torment fresh-cut cedar and dry oak, all on a comforting blanket of butterscotch. Street-roasted chestnuts and coffee beans bring depth. Pepper dominates, yet the mouth feels soft and sweet. Otherwise-muted fruity and floral notes blossom with a dash of water. (Canada only) C$29"
4925,"<price>90<rating>86<whiskey>That Boutique-y Whisky Company (distilled at Auchroisk) 20 year old, 47.9%<review>Lemon meringue pie, flaked almonds, cereal bars, almost porridge-like, enlivened by the tiniest pinch of allspice. A ferocious peppery intensity saves itself for the palate, where it tramples all over the lemon zest and apple flavors without mercy. Once the conquering spices call it a day, this is a sweeter concoction, with soft fudge, brown sugar, and blueberry muffin. In the finish, the allspice has the final word. (Batch 3; 162 bottles)"
4926,"<price>13<rating>84<whiskey>J.W. Dant, 50%<review>Bottle design looks like it came from a 1950s movie. Did bourbon smell like this then: cornbread and cinnamon, seasoned oak and a bare hint of cedar, sweet hot dough? Oily and lazy on the tongue, a pool of sweet corn fire, touched with the cinnamon. The wood is absent, but returns at the end with a grip on the tongue and palate. Another great whiskey for the money; great on the rocks, from a drawer in a private eye’s desk…"
4927,"<price>625<rating>90<whiskey>Bunnahabhain 1988 Vintage Marsala Cask-Finished, 47.4%<review>Spicy sultanas, greengage plums, toffee, and new leather on the nose. Damsons, prunes, black pepper, mint, and old oak on the palate. The finish is musky, slightly smoky, with fruit spices, dark chocolate, licorice, and tannic oak. An intriguing take on Bunnahabhain. (1,260 bottles)"
4928,"<price>30<rating>90<whiskey>Pike Creek Rum Finish 10 year old, 42%<review>Rum barrels replace port wood in a reformulated Pike Creek. The sweetness of the rum finish accommodates higher proof and an extra 5% shot of rye, making this Pike Creek slightly fatter than the original. Crisp clean wood, sweet earthy fruitiness, brisk peppers, lovely tongue-tingling clove-like glow, cigarette tobacco, salt water taffy, raisins, dark plums, and tart fruit."
4929,"<price>38<rating>86<whiskey>Pinhook Rye’d On Kentucky Straight (2020 Release), 48.5%<review>The first whiskey fully distilled at Castle & Key—site of the old Colonel E.H. Taylor, Jr. Distillery—since its revival in 2018. A fragrant, floral nose offers candied orange, lemon, toasted almonds, and banana cream pie. The palate is soft, with notes of creamy vanilla, baking spice, and pepper. A smooth texture characterizes the finish, with notes of banana and almond still emerging. Youthful in profile, but a promising start."
4930,"<price>39<rating>80<whiskey>Catoctin Creek Roundstone Rye, 40%<review>Distilled from 100% organic rye. Very fresh, oily rye nose, bursts with rye spice fireworks. Tastes like a textbook example of 'what rye does in distillation.' Spicy, oily, hints of mint, with just a bit of vanilla from a month and a half in wood...which is where it fades, needing that barrel complexity. Catoctin Creek is making some nice, clean whiskey, a great start, and I do hope they're tucking some away for the long haul."
4931,"<price>160<rating>91<whiskey>Ardbeg Supernova Committee bottling 2014, 55%<review>Pale and slightly flinty to start, with touches of Caol lla-style salt-washed rocks, but here there’s sweetness, while the smoke gives it a mezcal-like air; pears and burning wood (hot brake pads), minerality, then green olive and a light medicinal note. With water, sashimi-style cleanliness. The palate is rounded, with real olive oil, peppery sweetness, soot, and white chocolate. A real ‘palate whisky,’ filled with bare-faced bravado.  A great Ardbeg."
4932,"<price>1000<rating>91<whiskey>Tomatin, 40 year old, 1967 vintage, 42.9%<review>Significantly darker than the rest, well-balanced, and palate-coating. Softer, not as intense or as dry as the 30 year old. Creamier too, with subtle, yet exotic notes of tropical fruit and exotic spices. There is a point at which ultra-aged spirits -- whether they are whisky, rum, tequila, or brandy -- find a common ground. What they lose in identity, they gain in intrigue and layers of subtle complexity (if properly matured). This whisky fits into that category. Contemplative and ethereal in nature."
4933,"<price>100<rating>96<whiskey>Booker’s 2014-01 “25th Anniversary Batch,” 65.4%<review>The complete package: uncut, unfiltered, full-flavored, richly textured (almost chewy), and very complex. Notes of toffee-coated nuts, vanilla fudge, polished leather, cedar-tinged tobacco, barrel char, cocoa powder, and a hint of fig, wrapped up with a firm oak grip on the finish. Worth every penny of the premium price being charged for this commemorative release. Editor's Choice."
4934,"<price>30<rating>92<whiskey>Dogfish Head Let’s Get Lost, 51%<review>Perfumed with orange blossoms and dripping with nectar, the nose also has watermelon, pistachio pudding, coconut, vanilla bean, and apple-scented tobacco; new aromas reveal themselves with every sniff. Tropical fruit mingles with dried chiles, cocoa powder, coffee bean, barrel char, cinnamon, and jalapeños on the palate. The finish has good length, highlighting chile-chocolate, coffee bean, charred oak, and grilled pineapple. Warming and complex, with good development, though it never feels heavy."
4935,"<price>90<rating>80<whiskey>Omar Sherry Cask-Finished Single Malt, 46%<review>The bottle may project a Tolkienesque image of a craft distillery run by Bilbo Baggins, but this is produced at Taiwan’s state-owned Nantou Distillery. This lacks sweetness and structure. The meaty nose has prune juice, star anise, lamb tagine, and predominant sour notes throughout the syrupy-textured palate, with flavors of raspberry syrup, pomegranate, and gummy cherries, then tame spices and jumbled savory notes."
4936,"<price>15000<rating>95<whiskey>Highland Park 50 year old, 42.5%<review>The nose of this veteran is hugely enticing; rich, with old leather, soft spices, sultanas, figs, polished oak, and dunnage warehouses. Tangy orange develops in time. The orange carries over onto the palate—amazingly vibrant and youthful fruitiness—followed by soft toffee, woodsmoke, and a sprinkling of dusty oak. The finish is extraordinarily long, with licorice and fruit-laden old oak. A true classic! (77 bottles in U.S.)"
4937,"<price>18<rating>87<whiskey>Old Overholt Straight Rye, 43%<review>Sweet cherries, bubble gum, and fresh blueberry on the nose, along with nougat, honey-roasted peanuts, and milk chocolate. The palate has flavors of clove-studded orange, spice, and the chewed end of a pencil. It’s light-bodied and verges on thin when water is added, so be judicious. The finish is gentle, with peppery oak, cinnamon, and espresso bean. This is a new higher proof and the whiskey is now non-chill filtered, so don’t be surprised by a little haze if you add water or ice."
4938,"<price>183<rating>89<whiskey>Mackmyra Moment Mareld, 52.2%<review>This is the thirteenth release in this series and we've reviewed about five of them; they have been very hit and miss, but the general trend has definitely been upward. These are casks selected by Angela D'Orazio, and they show what a diverse distillery Mackmyra has become. This is a dessert and cigar whisky, with melon, banana, and vanilla at one end, and chili spice and earthy, smoky malt at the other. Excellent. £110"
4939,"<price>100<rating>91<whiskey>Green Spot Chateau Montelena, 46%<review>Ireland is alive with innovative whiskeys, such as this union of single pot still whiskey and the berry flavors of Bo Barrett’s French oak zinfandel casks. A final 12 months of aging in these used Calistoga, California wine barrels produces juicy aromas of bramble, red apple, and cherry, with cake mix, almond, and firm spices. This elevates the enjoyment over regular Green Spot with a swath of ripe red apple, damson, zested orange, and lemon enveloping the pot still spices before a distinctive dry, spicy finish. Number 16 in the 2018 Top 20 
"
4940,"<price>85<rating>84<whiskey>Elements of Islay Br4 (distilled at Bruichladdich), 54.7%<review>More from Bruichladdich. The latest in the Elements series is clean in a freshly-showered kind of fashion. The fact that it’s backed up with bran, agave syrup, and pancake batter just helps to emphasize this image of a sunlit breakfast. The palate is sweet, fat, and juicy, typical of how texture is as important as flavor with the Laddie. In time there’s some cinnamon with a preserved lemon acidity that enlivens the finish. £55 (500 ml)"
4941,"<price>600<rating>90<whiskey>Yamazaki 1984 Vintage, 48%<review>The first vintage Suntory Yamazaki offered in the U.S. A portion of this whisky is aged in Japanese oak. Heavy aroma, with lush sherried fruit and deep juicy oak, marrying with firmly dry and spicy oak resin (the Japanese oak influence is obvious). This same profile follows through on the palate: ripe berried fruit, raisin, blackberry jam, plum spiced with cinnamon, vanilla spearmint, roasted nuts and gripping leather. All this, lying on a bed of molasses and toffee. The Japanese oak really kicks in on the invigoratingly spicy, warm, resinous finish. Quite elderly in nature, but remains very exciting and dynamic, even with all the oak.
"
4942,"<price>25<rating>84<whiskey>Johnnie Walker Red Label, 40%<review>How does this long-established blend shape up on its own without a ginger or soda mixer? Fresh apple juice, a twist of lemon, dried orange peel, peppercorn, cracker bread, and a vegetal spicy note. It gets into its stride with delicious apple, gentle fudge, and good-tempered spices, with cracked black pepper and a little sourness to finish. Mild, agreeably smooth, without any bombast or hullabaloo; it just blends in."
4943,"<price>125<rating>92<whiskey>Single Malts of Scotland 14 year old Ledaig 2005 Single Cask (Cask No. 900178), 55.4%<review>On the nose, intense fruit underlaid with smoke: a grilled half-peach. Hints of cinnamon and milk chocolate; blackberry jam; brisket. With water, the peat turns slightly rubbery and mineral, and that minerality carries into the palate, balanced by juicy berries, Raisinets, and almonds. Curling wisps of pipe smoke wrap around smoked almonds and sea salt-sprinkled dark chocolate on the finish. Though hefty, it’s pretty easy to drink at full strength; add a bit of water and you’ll soften the alcohol without diminishing any of the flavor. (607 bottles; U.S. exclusive)"
4944,"<price>225<rating>80<whiskey>Duncan Taylor 'Rarest of the Rare' (distilled at North Port), Cask #774, 24 year old, 1981 vintage, 58.0%<review>Very pale in color. A creamy, mouthcoating whisky, with thick vanilla as the main thread. Quite dry, given its creaminess. I’m also picking up a lot of gin botanicals (especially juniper and orange peel). An interesting enough of a dram, but not something I would drink on a regular basis. 
"
4945,"<price>176<rating>91<whiskey>Samaroli Islay 2017 Edition, 43%<review>Chocolate orange, a sizzle of bacon fat, and dry peat. While this feels less potent than Samaroli’s other Islay offerings, it fits the mood perfectly for a nightcap. The taste buds detect orange, honey, chocolate praline, hazelnut, Oreos, a hint of cocoa, and an underbelly of peat smoke that carries into the finish. A wonderfully rich, smooth digestif that will transport you back to Islay in your dreams."
4946,"<price>150<rating>91<whiskey>Blade and Bow 22 year old, 46%<review>This whiskey includes bourbon distilled at Buffalo Trace and Bernheim; its final aging was at Stitzel-Weller. Sweet and rich, with a mouth-coating velvety texture. Deeper and more polished than its younger NAS sibling (see below). Caramel, cocoa powder, lush orchard fruit, kiwi, Seville orange, fig, and honeyed vanilla, balanced by drying oak. Distinctive in character. Best after a hearty meal."
4947,"<price>114<rating>80<whiskey>That Boutique-y Whisky Company (distilled at Invergordon) Batch 2, 58.3%<review>Despite the high strength, the aromas strike the nose like a pillow in slow motion. Greengages, corn, and ripening lemons lift from the glass. It’s a thick, unctuous, layered mouthful with honey, gooseberry, and lemon acidity, though a splash of water produces softer notes of Scottish tablet and evaporated milk. A little sourness in the finish. Sure, part of the allure of Boutique-y whisky is the batch variations, but this is quite a different beast from the magnificent Batch 1. £72"
4948,"<price>37<rating>78<whiskey>MacNaMara Rum Cask Finish, 40%<review>Meaning “son of the sea,” this MacNaMara has a lilting sweetness that lifts from the glass, the characteristic orange-peel oil note is present, but less assertive. Nectarine, Murray mints, and antique shop mustiness, but a lot less aromatic than many of its contemporaries. Flavors of sweet melon, golden honey, and tangy orange take off in the mouth, with tastes of white pepper, fennel, and ground ginger in hot pursuit. Pepperiness penetrates an otherwise juicy finish."
4949,"<price>28<rating>80<whiskey>Stillhouse Original Moonshine, 40%<review>As mentioned in my column this issue, Stillhouse is packaged in a stainless steel can, much like the ones used for paint thinner. Labeled “100% corn whiskey.” Clean scent of corn, green corn stalks, and apples. Very similar on the tongue, with just a hint of burn. For what it is, this is not bad; clean, tasty, definitely a good mixer. They have several flavored versions as well. Sourced whiskey."
4950,"<price>60<rating>95<whiskey>Knob Creek 12 year old, 50%<review>

Until now, most Knob Creek has been bottled at 9 years of age or younger for good reason: There’s no guarantee that bourbon will taste good after a dozen years in the barrel—let alone great. This one is richly complex from the start: York Peppermint Pattie, raisins, baking spice, dark chocolate-covered cherries, iced tea, and tobacco barn appear on the nose, followed by a chewy, full palate laden with cinnamon, allspice, and ginger, and perfectly balanced with sweet berry cobbler, chocolate ganache, and caramel. The finish goes on and on. Add in a fair price and excellent availability as part of Knob Creek’s core lineup, and only one question remains: What are you waiting for? Number 2 in the 2020 Top 20"
4951,"<price>35<rating>84<whiskey>Master of Malt Secret Bottlings Series 8 year old, 40%<review>Master of Malt has accumulated quite a trophy cabinet for their work on blends. The nose is inviting, with butter toffee, Bramley apples, fennel seeds, cut lawns, and chocolate-covered oat biscuits. It’s a pretty smooth proposition, serving up caramel maltiness, stewed apple, and orange and grapefruit pith, with just a hint of sharp lemon freshness to open up with. The ginger finish is zappy but short. A solid, everyday blend."
4952,"<price>200<rating>80<whiskey>Signatory (distilled at Dallas Dhu), 26 year old, 1979 vintage, Cask # 1391, 57.1%<review>This Speyside distillery was closed in 1983. Very pale in color, mouth-coating, but not heavy or cloying. A clean whisky that emphasizes its sweeter notes, with honeyed malt, ripe barley, butterscotch, and vanilla. Subtle notes of cinnamon, lemon grass, and fruit in syrup. A dried, oak-spice finish provides balance. 
"
4953,"<price>83<rating>85<whiskey>Glenrothes, 20 year old, 1984 Vintage, 43%<review>This 1984 Vintage is similar in profile to its older 1972 Vintage sibling (reviewed above), except that the 1972 Vintage expresses greater depth and has more oak to balance the sweetness (the sherry notes get a bit sappy in this 1984 expression). The 1972 Vintage also evolves more on the palate, and it is more intriguing. But don't let this keep you from trying this 1984 Vintage expression. It is still a very enjoyable whisky (and more economically priced)."
4954,"<price>100<rating>91<whiskey>Blood Oath Pact No. 6 Cognac Barrel-Finished Bourbon, 49.3%<review>Chocolate-covered cherries, grape hard candy, iced tea, peppermint stick, and white pepper on the nose; with time, brown sugar and toffee emerge. The palate is chewy without water, velvety, and replete with dark, mature flavors: concord grape jelly, Cherry Coke, dark chocolate, roasted nuts, white pepper, and varnish. Seamless from start to rewarding finish. (51,000 bottles)"
4955,"<price>120<rating>92<whiskey>Elijah Craig Single Barrel (No. 4040) 18 year old, 45%<review>Back after a three-year hiatus. Well-rounded, with lovely caramel, creamy vanilla, toasted oak, nougat, and candied fruit, along with a peppering of cinnamon and subtle mint. Pleasant, lingering finish. Great structure with seamless flavors."
4956,"<price>22<rating>84<whiskey>Jim Beam Black 8 year old, 43%<review>Moderately rich, with layered caramel, vanilla, fig cake, and subtle sweet corn. Date, raisin, and a dusting of spice (cinnamon, cocoa, hint of ginger) round out the palate, leading to a gently sweet, soothing finish. A very versatile bourbon — certainly enjoyable enough to drink neat, but you won’t feel guilty if you make a cocktail with it or drink it on the rocks."
4957,"<price>465<rating>82<whiskey>Bruichladdich Legacy Two 1965 vintage, 41.8%<review>Aged half in used bourbon barrels, half in refill sherry casks. Thicker, more viscous, and with much more depth than the other three Bruichladdichs reviewed here. The whisky oozes syrupy vanilla, marshmallow, caramel, and marzipan, accentuated by coconut and other tropical fruits. Bruichladdich's signature freshness and brine emerges, but oh, so subtly. It finishes firmly dry and oaky, thanks to all those years in wood. Initially this helps to cut some of the sweetish viscosity of this whisky, but it lingers a bit too long for my palate. I would like to have tried this whisky a few (or perhaps even several) years back."
4958,"<price>17<rating>82<whiskey>Revel Stoke, 45%<review>Spice nose, but some alcohol notes put a hot twist to it. A blast of baking spices — nutmeg, anise, allspice, mace — hits the palate, along with shots of citrus and vanilla that take a while to get organized and settled down, leading to a sweet finish where the orange dominates. If Spicebox is a fireside drink, this is a snowy woods outdoors drink; a bit hotter, more rustic, more rough. "
4959,"<price>110<rating>87<whiskey>Cask & Thistle 29 year old 1974 Vintage (distilled at Aberfeldy)<review>A prime component in Dewar’s blended scotch. The finer bottles of Aberfeldy are quite flavorful, yet still maintain a degree of elegance and finesse. This bottling is an excellent example of this. Its dominant flavor note is fruit (orange, honeydew melon), with some creamy vanilla notes, caramel, and light toffee. Subtle spice notes and a hint of peat tease the palate. The extra aging adds depth to the whisky, yet this whisky remains quite clean and fresh on the palate. Subtly spicy, gently dry finish. Nicely done! (Exclusive to Binny’s Beverage Depot, Chicago, IL.)"
4960,"<price>80<rating>92<whiskey>Booker’s 2019-01 “Teresa’s Batch,” 62.95%<review>On the nose, there’s Golden Grahams, iced tea, and peanuts galore—shelled, unshelled, even boiled—Cherry Coke, white pepper, and ginger syrup. More sweet ginger on the palate, a lively high note that peps up the cherry cough syrup, roasted peanuts, cola, white pepper, and chewy oak. The lengthy finish is full of oak, cooked cherry, white pepper, and roasted nuts. Naturally, this does well with water but, frankly, it’s fine without."
4961,"<price>70<rating>82<whiskey>Eades Speyside 'Double Malt', 46%<review>An equal marriage of Longmorn and Glen Moray whiskies. Quite a fruity adventure, with zingy notes of bramble, strawberry, rhubarb, sultana, nectarine, and plum. All this fruit sits on a bed of creamy vanilla malt (the Longmorn influence is quite evident) that coats the palate long after the finish."
4962,"<price>117<rating>90<whiskey>Douglas Laing Old Particular (distilled at Glenrothes) 17 year old, 48.4%<review>Light gold. A beautiful oxidized note, with soft fruitcake, steamed pudding, a little hint of overripe fruits, and sweet spices. As it opens, there’s barley sugar sweets, then custard tart with nutmeg, clover honey, and marzipan. Complex, in other words. Water shows how well-layered it is. It starts sweetly in the mouth with a thick, honeyed texture, which becomes more delicate with water. Elegant, long, and a great example of mature ’Rothes. £80"
4963,"<price>22<rating>92<whiskey>Evan Williams Single Barrel 1990 Vintage (Barrel #1), 43%<review>Amber color. This particular bottling (and remember that single barrel bottlings vary slightly from one to another) expresses a potpourri of spices, accentuated with honey tones, toffee, oaky vanilla, and a hint of fruit. The flavors are perfectly balanced."
4964,"<price>37<rating>87<whiskey>Scottish Leader Blended Malt, 40%<review>Another classic label introduces its blended malt alter ego: this is much fruitier than Scottish Leader on first impression, with apple, pear, lime zest, apricot tart, sherry notes, and a trace of spice. Apple pie filling with clove and ginger spices, plus vanilla, dark toffee, hard candies, citrus, and nougat peak early, then ride the crest of a wave until a gingersnap and spice finish. (Travel Retail) £30"
4965,"<price>25<rating>90<whiskey>Jameson Cold Brew, 30%<review>A limited-edition cold-brew coffee infusion of roasted Arabica beans, this might be the most moreish drink I’ve had all year. Dark ruby in color with a nutty, velvety coffee bean aroma and dark fruits. While Jameson fruitiness is evident, floral notes are harder to detect. Smooth and creamy across the tongue, with blocks of cacao, praline, and dark toffee, it still finds a classic pot still spiciness to finish."
4966,"<price>50<rating>86<whiskey>Sierra Norte Single Barrel White, 45%<review>White has the most familiar corn whiskey character of this Mexican trio. Sweet buttered cobs of corn, faint toasted spices, green corn husks, and peanuts on the nose. The palate is sweet, gentle, and refreshing, bathed in honey, with dried peel, sweet corn, toasted oak spices, and a late sensation of charred oak, burnt toast, and peppercorn. That slight burnt note just creeps into the finish."
4967,"<price>35<rating>86<whiskey>Catskill Buckwheat Otay, 42.5%<review>While it’s not technically a grain, buckwheat makes great pancakes, so buckwheat whiskey? Otay! This has an earthy aroma of hickory nuts and autumn leaves with some cinnamon peeking through; reminds me of Corsair’s quinoa whiskey. There’s a cushioned, creamy mouthfeel, more raw nuts, a keen of oak, a sweet lift through the mouth, and at the end, the leaves and more oak. Unique, intriguing, compelling; I keep going back for one more taste. Price is per 375 ml."
4968,"<price>150<rating>91<whiskey>Heaven Hill Select Stock Barrel #44823, 64%<review>An 8 year old wheated bourbon, finished 27 months in Frapin cognac casks. A dark, opulent nose: cocoa, crushed sweet cherry, and vanilla custard, laced with cinnamon and fired with the alcohol heat. My, my…it’s even enjoyable at full proof, and delivers the sweet promise on a solid bed of oak and heat. Heaven Hill’s getting good at these finishes. Expensive, but impressive. (Kentucky Bourbon Affair bottling; others are similar—Heaven Hill’s Bourbon Heritage Center only)"
4969,"<price>450<rating>86<whiskey>Glenkinchie 24 year old, 57.5%<review>The third Special Releases cask strength Glenkinchie is the oldest to date and the first to have been matured in European oak casks. Peach and pear soufflé on the initial nose, followed by apricots and toffee. The palate is rich and smooth, with dark fruits, walnuts, nutmeg, and a hint of resin. Quite lengthy, with ginger and white pepper in the aromatic and subtly drying finish. Diageo Special Releases 2016. (5,928 bottles)"
4970,"<price>40<rating>88<whiskey>The Famous Grouse Toasted Cask, 40%<review>For starters, this new addition to the lineup has a delicious nose of baked Alaska, cotton candy, vanilla, and creamy fudge, along with well-developed notes of toasted oak from the virgin casks. A smooth blend of caramel, banana, peach, green fruits, and hazelnut. It grows increasingly tangy in the mouth, before softening to leave lively peppery spices and toffee to conclude this affordable everyday sipper. (Global Travel Retail)"
4971,"<price>69<rating>91<whiskey>Redbreast Mano a Lámh, 46%<review>Oh, hello there. Meaning hand in hand in two languages, this Redbreast was solely matured in Galician oak seasoned with oloroso for 2 years at the Páez Morilla bodega in Jerez. A slightly closed nose of eucalyptus, menthol, and apple pre-empts a rich, fruity, cherry bomb of dark sugars, strawberry laces, morello, and clove. The fabulous pot still character ends on a sliver of mint as the fruit gently dulls. (2,000 bottles exclusively for The Stillhouse, Midleton’s single pot still club) €65"
4972,"<price>189<rating>89<whiskey>Connemara 22 year old, 46%<review>The oldest official Connemara expression from Beam Suntory delivers the peat sublimely, judiciously balanced with estery notes of half-time oranges and pineapple rings, and an inescapable note of nail polish remover. It’s bright, beautiful whiskey, rich with piquant orange and dark vanilla, smooth and packed with flavor, which softens to fresh cream and spiced toffee. Ebbs away with dignity, trailing creaminess and intense fruit in its wake. €178"
4973,"<price>20<rating>88<whiskey>Cutty Sark, 40%<review>Sherbet, creamy vanilla, whole lemon, fresh baked goods, sweet grain notes, strong floral blooms, with hints of snuff and ground pepper on the nose. Light, delicate palate of lemon flesh; the citrus sharpens up, with grapefruit flavors supported by fine ground pepper and a lasting wave of vanilla. A pleasing tingle of spices on the finish, coupled with punchy citrus notes. A nimble, vigorous blend that offers a multitude of serves. Best Values"
4974,"<price>93<rating>83<whiskey>Berry Bros. & Rudd (distilled at Imperial) 17 year old 1995, 46%<review>The news that there’s a new distillery being built on the Imperial site is something to be celebrated. One hopes that the new plant makes whisky of the same character as the old, because Imperial is a classic single malt which is about fragrance (here pineapple and toasted marshmallows) and a clinging, seductive, cream soda quality. Whiskies like these are poems, they need you to concentrate. This is a touch rigid, but that’s a minor criticism of a gorgeous dram.  £60"
4975,"<price>55<rating>90<whiskey>Glendalough Single Cask Pot Still (Batch 1), 43%<review>Hawthorn, apple, caramel, ground almond, shortbread, and finely ground pepper on an alluring nose. Gentle, creamy mouthfeel with caramel, dried apple, a moderate attack of clove and pepper, and a finish of mild spices and bakery treats. Irish oak-finished whiskeys are a rare occurrence, making this a good stepping-stone into the category, though it’s mellow by pot still standards. (10,500 bottles for U.S.)"
4976,"<price>65<rating>90<whiskey>Macallan 12 year old Double Cask, 43%<review>Two oaks are better than one in this single malt, which marries whiskies matured in sherry-seasoned casks of both American and European oak. The sherry imparts aromas of raisins, figs, hazelnuts, blanched almonds, candied orange peel, and leather. A backbone of vanilla sweetness on the palate supports layers of ginger and white pepper, dark chocolate, leather, raisins, toasted hazelnuts, and orange oil. This Macallan joins the core line between the Sherry Oak and Fine Oak ranges. Warming and rich without being syrupy, it doubles up on accessibility with its balance and remarkably affordable price for its quality and age. Number 17 in the 2017 Top 20 
"
4977,"<price>89<rating>88<whiskey>Talisker 8 year old, 59.4%<review>Matured in first-fill bourbon barrels, this youthful Talisker appears at one of the original bottling strengths used by one-time owners John Walker & Sons Ltd. It is the first Special Releases Talisker since 2013. Peppery tweed, ozone, coconut oil, and subtle smoke on the nose. The palate features woodsmoke and chili, toffee, and green berries. White pepper, sea salt, and a savory note in the finish. £70"
4978,"<price>76<rating>83<whiskey>Murray McDavid (distilled at Lochside) 1981, 46%<review>Antique gold color. Fruity aroma with delicate notes of spice (anise, eucalyptus). More fruit on the palate-soft in texture and gently sweet-with interwoven fresh spice notes and a pleasing rounded finish. A gentle, medium-bodied dram. 
"
4979,"<price>136<rating>83<whiskey>Celtic Cask Aon Déag 11, 46%<review>A 14 year old unpeated single malt whiskey given The Celtic Whiskey Shop’s trademark Ànima Negra red wine finish for 3 years. The nose has whiffs of fruit gums and honey-drizzled baked plums. A well-defined fruity attack on the palate of strawberry bubblegum and orange peel sucks in the cheeks, but collides with spices, maltiness, and gentle caramels. A spicy burst ushers in cola flavors for a lengthy finish, with a touch of mint showing up late for the party. €125"
4980,"<price>66<rating>87<whiskey>Arran The Eagle 1999, 46%<review>The latest limited release in the Icons of Arran series was distilled in 1999 and matured in fourteen ex-bourbon barrels and seven sherry hogsheads. Initially launched in the UK, but global availability is anticipated. A sprinkling of coconut, vanilla, and spices, with pears, melons, and pineapple on the nose. Full and fruity on the palate, becoming maltier and nuttier. Sweet spices, especially stem ginger, and a hint of honey. Drying slowly in the very spicy finish (6,000 bottles). £42"
4981,"<price>99<rating>92<whiskey>Thomas H. Handy Sazerac 6 year old Kentucky Straight Rye (2019 Buffalo Trace Antique Collection), 62.85%<review>Sweet and spicy on the nose, this offers peppermint candy cane, root beer barrel candies, plenty of citrus, and some raspberry notes. However, it’s the wet earth and funky mushroom tones that make this the most peculiar of the family. There’s great breadth of flavors on the palate, as a mélange of spices—allspice, clove, and cinnamon—ride along on a wave of persistent sweetness, laced with anise and cola."
4982,"<price>95<rating>84<whiskey>Hazelburn, 47.4%<review>Springbank’s tasting room bottling of its triple-distilled malt will not disappoint any fan of the official bottling; all its rounded and honeyed characteristics are firmly in evidence here. The nose is soft and sweet, with praline and a touch of condensed sweet malt joining creamed vanilla. Without water, the malt is surprisingly robust and prickly. Dilute it, though, and it’s a very pleasant drink, with crystallized grapefruit, traces of hickory and menthol, some honey, and sweet candy. Later on, spice comes through, and the finish is long, fruity, and spicy. An interesting take, but not a radical departure from the official bottling. "
